Title,URL,Date Published,Authors,Abstract
Smart Cities and Transportation Based Vehicle-To-Vehicle Communication and Cyber Security Analysis Using Machine Learning Model in 6G Network,https://link.springer.com/article/10.1007/s11277-024-11183-3,01 June 2024,"Shurui Kong, Kemeng Wang, Caiying Feng, Junjie Wang","Increasing number of sensor-centric communication and computer equipment installed inside cars for various purposes, such as vehicle monitoring, physical wiring reduction, driving efficiency, has made in-vehicle communication an essential part of today’s driving environment. However, the relevant literature on cyber security for in-vehicle communication systems does not currently offer any targeted, workable solutions for in-vehicle cyber hazards. Current solutions usually rely on protocol-specific security techniques rather than providing a comprehensive security framework for in-vehicle communication. Cyber-physical systems (CPSs) are emergent systems that use a cyber-communication infrastructure to enable efficient real-time control and collaboration (C&C) of physical components, such as actuators, sensors, control systems, and the surrounding environment. This study analyses how smart cities are transported using machine learning models in 6G networks to analyse cyber security through vehicle-to-vehicle communication. In this case, vehicle-to-vehicle communication uses 6G networks that are built on the Internet of Things. Subsequently, reinforcement quantile spatial convolutional neural networks (RQSCNN) are used to perform the cyber security analysis. Throughput, Quality of Service (QoS), latency, computational cost, data transfer rate are all considered in experimental investigation. As a result, the suggested model can be applied in high-speed, high-throughput internal communication contexts of automobiles and accurately characterise both the nature and presence or absence of attacks."
Navigating digital divide: exploring the influence of ideological and political education on cyber security and digital literacy amid information warfare,https://link.springer.com/article/10.1007/s12144-024-06106-1,23 May 2024,Baihang Huang,"This study investigates the intricate relationship between ideological and political education (IPE), cyber security, and digital literacy within the context of online information warfare, aiming to shed light on strategies for navigating the digital divide. Utilizing a quantitative research approach and convenience sampling, data were collected through a meticulously crafted online survey from a diverse range of participants, including students, professionals, and other individuals. Analysis of the data, conducted using SPSS software and Smart-PLS 3, revealed several significant findings. Firstly, there exists a pronounced disparity in access to diverse online information based on individuals’ levels of IPE. Additionally, media literacy skills exhibit significant variation across different levels of IPE. Furthermore, the study elucidates how IPE influences individuals’ propensity to engage in online echo chambers and their susceptibility to cyber security vulnerabilities. Finally, it underscores the role of IPE in shaping digital participation and civic engagement. Overall, this research contributes novel insights into the complex dynamics of online information warfare and highlights the pivotal role of ideological and political education in mitigating the digital divide. This study underscores the critical importance of IPE in shaping individuals’ digital literacy, cyber security awareness, and engagement with online information environments. By elucidating the impact of IPE on navigating the digital divide, this research contributes valuable insights for policymakers, educators, and stakeholders seeking to foster a more informed, resilient, and inclusive digital society."
Smart vehicles networks: BERT self-attention mechanisms for cyber-physical system security,https://link.springer.com/article/10.1007/s13198-023-02065-1,27 July 2023,Sultan Mesfer Aldossary,"People can freely communicate on a travel-related subject over the internet through IoT on smart vehicles to maintain their interpersonal relationships. Cyber security challenges are brought on by the rising use of smart vehicle communications and information. Attackers use the chance to fabricate communications to obtain users’ personal information from smart vehicles. It is a significant duty to distinguish genuine postings from phishing messages and violence among the millions of messages on smart vehicle networks. The Bidirectional Encoder Representations from Transformers (BERT) method with self-attention is proposed in this paper to process textual threats, vulnerability data, and cyber-attacks. The BERT-SA model is fine-tuned to enhance performance. The self-attention method of a proposed model determines the contextual relationships among words in a text input, i.e., governs the relative reputation of each word in the phrase by examining its exact placement inside the sentence. This model’s primary goal is to accurately carry out tasks specialized in cyber-security. The BERT model performs better than other neural networks models like CNN, RNN, and LSTM. Sentiment140, T4SA datasets are used to assess the effectiveness of the BERT model. The experimental results show that the proposed model enhances the accuracy by up to 96.65%."
Improving patient centric data retrieval and cyber security in healthcare: privacy preserving solutions for a secure future,https://link.springer.com/article/10.1007/s11042-024-18253-5,31 January 2024,"S. Arunprasath, Suresh Annamalai","The healthcare industry is increasingly reliant on access to large volumes of patient data, which is critical for improving patient outcomes, reducing costs, and ensuring regulatory compliance. However, there are significant challenges facing healthcare organizations in retrieving patient data from databases and ensuring the security and privacy of this data. Addressing these challenges is vital to the future success of the healthcare industry. This paper proposes two solutions to these challenges: a simplified ontology-based retrieval algorithm for healthcare multimedia data to enhance the retrieval process, and Hierarchical learning: ensemble model-based reinforcement learning to improve patient data security. An ontology-based retrieval algorithm was a method used to retrieve relevant information from large datasets. It filtered out irrelevant data and provided contextually relevant results. Hierarchical learning involved organizing learning tasks in a hierarchical structure, with higher-level policies guiding lower-level policies. Ensemble model-based reinforcement learning combined multiple models to improve the performance of a reinforcement learning system. The Simplified Ontology-Based Retrieval Algorithm had excellent performance with an accuracy of 92%, making it highly effective in information retrieval tasks. The paper highlights the importance of using advanced technologies and prioritizing cyber security in healthcare to maintain trust and optimal patient care. Cutting-edge technologies transformed healthcare by enhancing patient data retrieval and cyber security. Examples included encrypted computations, multi-party privacy, query result anonymization, real-time monitoring through IoMT, and secure data sharing. Adopting these solutions ultimately contributed to the protection of sensitive patient data and the overall security of healthcare organizations."
Quantum communication based cyber security analysis using artificial intelligence with IoMT,https://link.springer.com/article/10.1007/s11082-023-06185-7,30 January 2024,"Huimin Han, Jun Yao, Yujun Wu, Yingyan Dou, Jingjuan Fu","Connected electronic devices used in healthcare, such as small sensors and actuators and other cyber-physical devices, make up what is known as the Internet of Medical Things. By linking these devices, medical monitoring, analysis, and reporting may become more intelligent and autonomous, ultimately benefiting the patient. To solve these problems, a thorough plan for monitoring and assessing method health needs to be formulated. The application of traditional machine learning to massive datasets in a shared computing environment may lead to model training and computation that is either too slow to provide accurate results or too fast to produce erroneous results as a consequence of rushed training, both of which are detrimental. Key 6G enablers may be seen of as the upcoming paradigms of machine learning (ML), quantum computing, and quantum ML (QML), as well as their synergies with communication networks. This research presents a new machine learning approach to medical cyber physical system (CPS) predictive maintenance using swarm robots. In this case, we use fog computing-integrated soft sensors to conduct a thorough closed-loop dynamic analysis of the CPS predictive maintenance. Extreme learning utilising a weighted sliding window. The investigation of medical security is then conducted using a kernel decision making system based on probabilistic swarm robotics. In terms of training accuracy, energy use, convergence ratio, precision, and F_measure, an experimental study is conducted. The system's ability to (i) avoid unscheduled downtime and (ii) consequently increase operational availability sets it apart from other systems. The system aims to notify users as quickly as feasible of unusual operations and probable failure scenarios."
Moving beyond cyber security awareness and training to engendering security knowledge sharing,https://link.springer.com/article/10.1007/s10257-022-00575-2,12 October 2022,"Saad Alahmari, Karen Renaud, Inah Omoronyia","Employees play a critical role in improving workplace cyber security, which builds on widespread security knowledge and expertise. To maximise knowledge levels, organisations run awareness and training course. Yet, they should also encourage and facilitateSecurity Knowledge Sharing(SKS). To facilitate such sharing, we used a bespoke App which deploys a game to deliver security training and to encourage sharing based on theTransactive Memory System(TMS) theory. An empirical study was conducted within a Saudi Arabian Fortune 100 organisation to test the impact of the app on employee knowledge. The app demonstrated efficacy in enhancing organisational security awareness and knowledge. The results highlight the potential of TMS in improving overall security knowledge in organisations."
CyberSAGE: The cyber security argument graph evaluation tool,https://link.springer.com/article/10.1007/s10664-021-10056-8,09 December 2022,"William G. Temple, Yue Wu, Carmen Cheh, Yuan Li, Binbin Chen, Zbigniew T. Kalbarczyk, William H. Sanders, David Nicol","Cyber risk assessment is a critical step in securing the digital systems that support modern society. Typically this is a manual process carried out by consultants or working groups with little or no software support outside of spreadsheet tools. As cybersecurity threats and digital systems themselves become more complex and dynamic, there is a need for greater tool support in the risk assessment process to document and trace assumptions and facilitate the revision or extension of a threat and risk assessment throughout a system’s lifecycle. The Cyber Security Argument Graph Evaluation (CyberSAGE) tool provides a platform for model-based cybersecurity analysis of cyber failure and attack scenarios. It combines models of high-level workflow, system architecture, device properties, attacker capability and skill, to compute holistic, quantitative security metrics. In this paper we describe the models, algorithms, and software architecture of the CyberSAGE tool. To illustrate its application, we describe an assessment carried out on communication systems in two railway lines with the support of an industry partner. Finally, we summarize feedback on the CyberSAGE tool from the railway case study partner, as well as over 40 interviews with practitioners and domain experts and a multinational electronics company who carried out a one year independent evaluation."
Security establishment using deep convolutional network model in cyber-physical systems,https://link.springer.com/article/10.1007/s11042-024-18535-y,22 February 2024,"R. Meganathan, Manjunath B, R. Anand, V. Murugesh","This study develops an active security control strategy for Cyber-Physical Systems (CPSs) that are subject to attacks known as Denial-of-Service (DoS), which can target both channels from the controller to the actuator and from the controller to the sensor. Due to attack cost restrictions, the linked channels are subject to a limit on the number of continuous DoS attacks. A proactive security control method is then developed to combat two-channel DoS attacks, depending on a method for identifying IoT intrusions. Using the CICIDS dataset for attack detection, we examined the effectiveness of the Deep Convolutional Network Model (DCNM), a suggested deep learning model. The addressed CPS can be asymptotically stable against DoS assaults under the security controller's active security control technique without sacrificing control performance. Recent tests and simulations show how effective the security control strategy is active. The proposed model gives better trade-off compared to existing approaches like Deep Belief Networks (DBN), Recurrent Neural Networks (RNN), Support Vector Machines (SVM), Supervised Neural Networks (SNN) and Feed Forward Neural Networks (FNN). The proposed model gives 99.3%, 99.5%, 99.5%, 99.6%, 99%, 98.9%, 99% accuracy with normal attack detection, botnet attack detection, Brute force attack detection, DoS attack detection, Infiltration attack detection, Portscan attack detection and web attack detection respectively."
"Security Algorithm for Intelligent Transport System in Cyber-Physical Systems Perceptive: Attacks, Vulnerabilities, and Countermeasures",https://link.springer.com/article/10.1007/s42979-023-01897-9,29 July 2023,"R. Pavithra, Vishnu kumar Kaliappan, Sivaramakrishnan Rajendar","Upcoming technological innovations and findings are immense in the field of intelligent transport systems (ITS). Cyber-physical systems (CPSs) are complex systems that integrate communication, control, and computing technology. CPSs are widely used today in intelligent transportation. For every development of a new system, there is a parallel offender who initiates the attack to destroy the root of the system developed. The attack category is infinite in such developing technology. In this paper, we have focused on preserving the security of ITS from cyber-physical systems perceptive, and various vulnerabilities, attacks, and countermeasures against ITS. Reinforcement learning is the latest buzzword in which an agent can understand and explain the environment, perform an action, and learn through trial and error. The paper also explains how reinforcement learning helps ITS in terms of security."
A systematic literature review of cyber-security data repositories and performance assessment metrics for semi-supervised learning,https://link.springer.com/article/10.1007/s44248-023-00003-x,06 April 2023,"Paul K. Mvula, Paula Branco, Guy-Vincent Jourdan, Herna L. Viktor","In Machine Learning, the datasets used to build models are one of the main factors limiting what these models can achieve and how good their predictive performance is. Machine Learning applications for cyber-security or computer security are numerous including cyber threat mitigation and security infrastructure enhancement through pattern recognition, real-time attack detection, and in-depth penetration testing. Therefore, for these applications in particular, the datasets used to build the models must be carefully thought to be representative of real-world data. However, because of the scarcity of labelled data and the cost of manually labelling positive examples, there is a growing corpus of literature utilizing Semi-Supervised Learning with cyber-security data repositories. In this work, we provide a comprehensive overview of publicly available data repositories and datasets used for building computer security or cyber-security systems based on Semi-Supervised Learning, where only a few labels are necessary or available for building strong models. We highlight the strengths and limitations of the data repositories and sets and provide an analysis of the performance assessment metrics used to evaluate the built models. Finally, we discuss open challenges and provide future research directions for using cyber-security datasets and evaluating models built upon them."
Security strategy for autonomous vehicle cyber-physical systems using transfer learning,https://link.springer.com/article/10.1186/s13677-023-00564-x,20 December 2023,"Abdulaziz A. Alsulami, Qasem Abu Al-Haija, Badraddin Alturki, Ali Alqahtani, Raed Alsini","Cyber-physical systems (CPSs) are emergent systems that enable effective real-time communication and collaboration (C&C) of physical components such as control systems, sensors, actuators, and the surrounding environment through a cyber communication infrastructure. As such, autonomous vehicles (AVs) are one of the fields that have significantly adopted the CPS approach to improving people's lives in smart cities by reducing energy consumption and air pollution. Therefore, autonomous vehicle-cyber physical systems (AV-CPSs) have attracted enormous investments from major corporations and are projected to be widely used. However, AV-CPS is vulnerable to cyber and physical threat vectors due to the deep integration of information technology (IT), including cloud computing, with the communication process. Cloud computing is critical in providing the scalable infrastructure required for real-time data processing, storage, and analysis in AV-CPS, allowing these systems to work seamlessly in smart cities. CPS components such as sensors and control systems through network infrastructure are particularly vulnerable to cyber-attacks targeted by attackers using the communication system. This paper proposes an intelligent intrusion detection system (IIDS) for AV-CPS using transfer learning to identify cyberattacks launched against connected physical components of AVs through a network infrastructure. First, AV-CPS was developed by implementing the controller area network (CAN) and integrating it into the AV simulation model. Second, the dataset was generated from the AV-CPS. The collected dataset was then preprocessed to be trained and tested via pre-trained CNNs. Third, eight pre-trained networks were implemented, namely, InceptionV3, ResNet-50, ShuffleNet, MobileNetV2, GoogLeNet, ResNet-18, SqueezeNet, and AlexNet. The performance of the implemented models was evaluated. According to the experimental evaluation results, GoogLeNet outperformed all other pre-rained networks, scoring an F1- score of 99.47%."
Dependency-based security risk assessment for cyber-physical systems,https://link.springer.com/article/10.1007/s10207-022-00608-4,22 August 2022,"Aida Akbarzadeh, Sokratis K. Katsikas","A cyber-physical attack is a security breach in cyber space that impacts on the physical environment. The number and diversity of such attacks against Cyber-Physical Systems (CPSs) are increasing at impressive rates. In times of Industry 4.0 and Cyber-Physical Systems, providing security against cyber-physical attacks is a serious challenge which calls for cybersecurity risk assessment methods capable of investigating the tight interactions and interdependencies between the cyber and the physical components in such systems. However, existing risk assessment methods do not consider this specific characteristic of CPSs. In this paper, we propose a dependency-based, domain-agnostic cybersecurity risk assessment method that leverages a model of the CPS under study that captures dependencies among the system components. The proposed method identifies possible attack paths against critical components of a CPS by taking an attacker’s viewpoint and prioritizes these paths according to their risk to materialize, thus allowing the defenders to define efficient security controls. We illustrate the workings of the proposed method by applying it to a case study of a CPS in the energy domain, and we highlight the advantages that the proposed method offers when used to assess cybersecurity risks in CPSs."
Socio Cyber-Physical System for Cyber-Attack Detection in Brand Marketing Communication Network,https://link.springer.com/article/10.1007/s11277-024-11261-6,18 June 2024,"SiFan Yang, Haiming Long","Brand truthfulness, consumer trust, and economic security are all seriously dangerous from sophisticated cyberattacks targeting brand communication networks in today’s digitally driven marketplace. This study aims to improve the identification and mitigation of cyber risks in these systems by introducing the Socio-Cyber-Physical System (SCPS) architecture. The suggested SCPS framework combines social behaviour analytics, physical network monitoring, and powerful artificial intelligence to establish a comprehensive and flexible security system. The proposed method processes the brand marketing area, such as Alluring ads, and the SCPS helps to identify the cyber-attacks in ads. Initially, it collects the URL structure dataset and pre-processes the data. Then, the SCPS is integrated with the system to identify any attacks in the URL dataset. Next, the dataset will be trained using deep learning methods such as Deep Maxout Network (DMN). An experimental setup in a fictitious brand communication network shows how well the system recognises and reacts to different types of cyberattacks. The SCPS framework is a new strategy that contributes to digital marketing administration and cyber security by bringing together the social, technological, and physical domains to protect digital marketing assets. The evaluation of the trial showed effective and precise detection of phishing attacks. According to the performance evaluation, the DMN algorithm beat other applied models with a maximum accuracy and precision of 96% during the training and 93% during the testing phases. Based on URL, text, and image attributes, the algorithms distinguished between phishing and authentic websites with these precision values. This study improves internet user security by assisting in the early detection of sophisticated phishing assaults."
Mathematically Modified Adaptive Neuro-Fuzzy Inference System for an Intelligent Cyber Security System,https://link.springer.com/article/10.1007/s42979-023-01822-0,17 June 2023,"Divyapushpalakshmi Marimuthu, Ganga Rama Koteswara Rao, Abolfazl Mehbodniya, Dhavamani Mohanasundaram, Chandru Kavindapadi Sundaram, Anto Bennet Maria, Devi Mani","Cybersecurity is defending sensitive information and crucial systems against Internet attacks. Cyber-Physical Systems (CPS) and the Internet of Things (IoT) are becoming increasingly significant in critical infrastructure, government, and daily life. Using persons, processes, technology, and policies to protect businesses, their sensitive data, and critical systems from Internet threats. Several researchers developed and analyzed the security system for protecting confidential information. The existing security system lacks sufficient accuracy, which results in cyber-attacks. A Mathematically Modified Adaptive Neuro-Fuzzy Inference System (MMANFIS) is used to attain efficiency and handle complex data. The proposed MMANFIS is effective in attaining an accuracy of 96% by retrieving significant features where the MMANFIS classifier accomplishes the classification. To demonstrate the proposed MMANFIS, the output classifier is compared with the results of the current methodologies. Two fuzzy inference-based rules are taken into consideration to clarify this MMANFIS model. The current and proposed optimum feature selection algorithms have examined the classifiers’ effectiveness using full and best features. The proposed MMANFIS approach outperforms in terms of accuracy, which attains 95% accuracy, and the accuracy rate is higher than the existing techniques. The processing time for the attack diagnosis has significantly reduced from 12.220 to 3.079 s while using optimal features of MM as inputs compared to using Gaussian Algorithm (GA) features."
"Open-source intelligence: a comprehensive review of the current state, applications and future perspectives in cyber security",https://link.springer.com/article/10.1007/s10462-023-10454-y,15 March 2023,"Ashok Yadav, Atul Kumar, Vrijendra Singh","The volume of data generated by today’s digitally connected world is enormous, and a significant portion of it is publicly available. These data sources are web archives, public databases, and social networks such as Facebook, Twitter, LinkedIn, Emails, Telegrams, etc. Open-source intelligence (OSINT) extracts information from a collection of publicly available and accessible data. OSINT can provide a solution to the challenges in extracting and gathering intelligence from various publicly available information and social networks. OSINT is currently expanding at an incredible rate, bringing new artificial intelligence-based approaches to address issues of national security, political campaign, the cyber industry, criminal profiling, and society, as well as cyber threats and crimes. In this paper, we have described the current state of OSINT tools/techniques and the state of the art for various applications of OSINT in cyber security. In addition, we have discussed the challenges and future directions to develop autonomous models. These models can provide solutions for different social network-based security, digital forensics, and cyber crime-based problems using various machine learning (ML), deep learning (DL) and artificial intelligence (AI) with OSINT."
Exploring the social implications of buying and selling cyber security,https://link.springer.com/article/10.1007/s10611-022-10037-y,10 June 2022,"Diarmaid Harkin, Adam Molnar","Governments, businesses, private citizens and even organised crime are increasingly investing in cyber security, with the cyber security industry growing in size and relevance. This paper demonstrates that markets for the buying and selling of cyber security should be subject to many of the same critical inquiries typically targeted at the private security industry. Using a number of illustrative examples of emerging trends in the commodification of cyber security it will be highlighted how these markets create significant social impacts and present similar dilemmas of democracy, justice, sovereignty, and deleterious side-effects for wider society. Key conceptual differences between cyber security commodities and ‘conventional’ security commodities will also be considered before arguing for an inter-disciplinary research agenda into the considerable social implications of the buying and selling of cyber security commodities."
Observer-based security control for Markov jump systems under hybrid cyber-attacks and its application via event-triggered scheme,https://link.springer.com/article/10.1007/s00500-023-09234-1,03 October 2023,"M. Mubeen Tajudeen, M. Syed Ali, R. Perumal, Hamed Alsulami, Bashir Ahmad","This article investigates the observer-based security control of discrete-time Markov jump systems (MJSs) subject to hybrid cyber-attacks and unmeasured states via event-triggered scheme. The event-triggered scheme (ETS) is being developed to relieve more network burdens. A Luenburger observer is used to estimate the unmeasured states. In this work, the hybrid cyber attack is addressed, which contains deception attacks and DoS attacks. It is anticipated that input control signals sent across a network are vulnerable to hybrid cyber-attacks in which adversaries could inject fake data into the control signals. Since system state information is usually not fully known, an observer-based controller is built to stabilize the system and keep the right performance index even when hybrid cyber-attacks happen. By solving linear matrix inequalities (LMIs), the controllers and observers are also obtained. Lastly, inverted pendulum applications are shown to show how well and realistically the theoretical results can be used to respond to and get rid of the effects of hybrid cyber-attacks."
A Reputation Game on Cyber-Security and Cyber-Risk Calibration,https://link.springer.com/article/10.1007/s00245-022-09851-6,13 April 2022,"Kookyoung Han, Jin Hyuk Choi","To analyze strategic interactions arising in the cyber-security context, we develop a new reputation game model in which an attacker can pretend to be a normal user and a defender may have to announce attack detection at a certain point of time without knowing whether he has been attacked. We show the existence and uniqueness of sequential equilibrium in Markov strategies, and explicitly characterize the players’ equilibrium strategies. Using our model, we suggest empirical and theoretical ways of calibrating the attack probability, which is an important element of cyber-risks."
Cyber Security and 5G-assisted Industrial Internet of Things using Novel Artificial Adaption based Evolutionary Algorithm,https://link.springer.com/article/10.1007/s11036-023-02230-7,09 August 2023,"Shailendra Pratap Singh, Giuseppe Piras, Wattana Viriyasitavat, Elham Kariri, Kusum Yadav, Gaurav Dhiman, S Vimal, Surbhi B. Khan","The Industrial Internet of Things (IIoT) evolved quickly at the start of the twenty-first century. Various services, such as quality of service (QoS) for smart cyber security management from the industrial domain, are complicated for us. It is challenging to select the optimal malicious nodes by taking into account QoS criteria, including information communication, and network coverage regions. Numerous constrained evolutionary optimization strategies are known to address these problems. This study proposes a broader definition of differential evolution (DE) that uses a quick adaptation strategy and an optimization-based design. It combines DE with a unique mutation approach to broaden the range of viable answers. This research also suggests a novel fitness function for energy harvesting in IoT-based applications. Both on the IIoT-service architecture and in IIoT-based applications, the suggested method is assessed. The outcomes are then contrasted using state-of-the-art algorithms. It is discovered that the proposed approach produces better results in terms of cyber security of QoS, fitness cost, and detection of IIoT nodes from the IIoT service network."
"Review and Comparison of US, EU, and UK Regulations on Cyber Risk/Security of the Current Blockchain Technologies: Viewpoint from 2023",https://link.springer.com/article/10.1007/s12626-023-00139-x,03 May 2023,Petar Radanliev,"The first cryptocurrency was invented in 2008/09, but the Blockchain-Web3 concept is still in its infancy, and the cyber risk is constantly changing. Cybersecurity should also be adapting to these changes to ensure security of personal data and continuation of operations. This article starts with a comparison of existing cybersecurity standards and regulations from the National Institute of Standards and Technology (NIST) and the International Organisation for Standardisation (ISO)—ISO27001, followed by a discussion on more specific and recent standards and regulations, such as the Markets in Crypto-Assets Regulation (MiCA), Committee on Payments and Market Infrastructures and the International Organisation of Securities Commissions (CPMI-IOSCO), and more general cryptography (and post-quantum cryptography), in the context of cybersecurity. These topics are followed up by a review of recent technical reports on cyber risk/security and a discussion on cloud security questions. Comparison of Blockchain cyber risk is also performed on the recent EU standards on cyber security, including European Cybersecurity Certification Scheme (EUCS)—cloud, and US standards—The National Vulnerability Database (NVD) Common Vulnerability Scoring System (CVSS). The study includes a review of Blockchain endpoint security, and new technologies e.g., IoT. The research methodology applied is a review and case study analysing secondary data on cybersecurity. The research significance is the integration of knowledge from the United States (US), the European Union (EU), the United Kingdom (UK), and international standards and frameworks on cybersecurity that can be alighted to new Blockchain projects. The results show that cybersecurity standards are not designed in close cooperation between the two major western blocks: US and EU. In addition, while the US is still leading in this area, the security standards for cryptocurrencies, internet-of-things, and blockchain technologies have not evolved as fast as the technologies have. The key finding from this study is that although the crypto-market has grown into a multi-trillion industry, the crypto-market has also lost over 70% since its peak, causing significant financial loss for individuals and cooperation’s. Despite this significant impact to individuals and society, cybersecurity standards and financial governance regulations are still in their infancy, specifically in the UK."
MDepthNet based phishing attack detection using integrated deep learning methodologies for cyber security enhancement,https://link.springer.com/article/10.1007/s10586-024-04313-w,29 February 2024,"Anil Kumar Yamarthy, Ch Koteswararao","Developing technologies over digitalization have become more popular and become a threat to society and cybersecurity. Generally, the phishing method is used by hackers to access the data without the influence of users whose data was stolen. Several techniques are used to detect whether the data is phished or non-phished. Some anti-phishing software is used to identify the phishing data. However, few of these techniques did not provide efficient performance. Hence, the proposed model is introduced to overcome the issues obtained and improve the efficiency of detecting whether the data is phished or non-phished. The data is gathered from the Phishstorm dataset, which is pre-processed using the Z score normalization method and data cleaning. Data balancing is done by the Advanced synthetic sampling approach (Adv-SyN) to balance the dataset, and the features are extracted using a Double self-sparse autoencoder (DSelSa). The Opposition Gazelle optimization algorithm (OpGoA) model is used for optimal feature selection, and finally, the data is classified using Multi Head Depth wise Tern integrated long short term memory (MDepthNet). The sooty tern optimization is used to evaluate the loss function of the network model. The performance of the proposed model is analyzed based on some evaluation metrics and compared with other models, which describes the efficiency of the proposed model. The main objective of proposed technique used to detect the phishing attack and phishing or non-phishing. An automated DL methodology introduced for effective detection of phishing attacks for enhancing the cyber security. The accuracy of the proposed model is obtained as 99.45%, and Precision is 99.45%. RMSE and MSE rate of the proposed model is reduced to 0.73 and 0.05 for better performance."
Enhancing Security and Privacy in Small Drone Networks Using 6G-IOT Driven Cyber Physical System,https://link.springer.com/article/10.1007/s11277-024-11138-8,17 May 2024,"Nagarjuna Tandra, C. N. Gireesh Babu, Jyoti Dhanke, A. V. V. Sudhakar, M. Kameswara Rao, S. Ravichandran","The purpose of this abstract is to present a concise summary of a study that sought to enhance the cybersecurity of 6G-IoT drone devices through the use of a layered architectural framework and machine learning methodologies. An improved seven-layered architecture that can classify various types of attacks with a 99% accuracy rate is presented in the paper as a means to enhance drone security and privacy. You may encounter Prob, DoS, R2L, and U2R assaults, among others. On the drone dataset, the RegressionNet model—a combination of Logistic Regression and Multilayer Perceptron—performs best. Impressively, it attains a rate of 99.89% accuracy. Both the STIN security dataset and a combined dataset underwent additional validation testing, with the combined dataset producing an average accuracy of 97.90% and the STIN security dataset 91.64%, respectively, proving that the suggested method is both effective and resilient. By enhancing the cybersecurity of 6G-IoT drones, We can see the importance of the suggested architecture and ML models from these outcomes. This, in turn, guarantees secure drone operations across many fields while reducing privacy issues."
Cyber security analysis based medical image encryption in cloud IoT network using quantum deep learning model,https://link.springer.com/article/10.1007/s11082-023-06076-x,27 January 2024,Jing Wang,"A very high degree of security is required for the transmission of medical pictures via open access as these images are more important than other types of images in most applications, especially real-time applications like telemedicine. The rapid advancement of artificial intelligence (AI) technology has made the privacy and security of patient medical picture data an urgent issue in the field of image privacy protection. By combining quantum deep learning with cyber security research of cloud IoT networks, this study proposes a novel approach to encrypting medical photos. Here, a stream crypto cypher and deep, extreme convolutional networks encrypt the medical image. Afterwards, this encrypted picture was stored using a secure cloud IoT infrastructure. Encryption speed, structural similarity index measure (SSIM), root mean square error (RMSE), mean average precision (MAP), and peak signal-to-noise ratio (PSNR) are all used in the experimental investigation. To determine the efficacy of the proposed approach, experimental analyses and simulations were carried out. PSNR was 92%, RMSE was 85%, SSIM was 68%, MAP was 52%, and encryption speed was 88% using the suggested method."
From scattered data to actionable knowledge: flexible cyber security reporting in the military domain,https://link.springer.com/article/10.1007/s10207-022-00613-7,14 September 2022,"Florian Skopik, Arndt Bonitz, Volker Grantz, Günter Göhler","Numerous cyber situational awareness models have been proposed in recent years. Yet, one of the main challenges still remains mostly unsolved, which is what information sources contribute to the process for establishing cyber situational awareness and how is relevant information collected. While previous scientific works focused on situational awareness models and decision support based on common operating pictures, ingesting and maintaining a consistent data basis for the cyber domain has rarely been studied in detail. However, this is crucial when data distributed across different systems need to be collected, vetted, correlated, de-duplicated, enriched and finally stored as a basis for flexible cyber security reporting. In this paper, we design an approach and a data model that enable to ingest and store the essential information from disparate organizational units and act as a basis for the flexible creation of cyber security reports. We describe the application of this approach and model in a case study together with the Austrian Ministry of Defense (MoD), in which we surveyed existing data sources and transfer paths and rated the applicability of the CCOP data model and accompanying processes in course of a proof-of-concept implementation."
Cyber-security and risky behaviors in a developing country context: a Pakistani perspective,https://link.springer.com/article/10.1057/s41284-022-00343-4,29 May 2022,"Naurin Farooq Khan, Naveed Ikram, Sumera Saleem, Saad Zafar","Cyber-security behavior research is scant with even scarce studies carried out in developing countries. We examine the cyber-security and risky Internet behaviors of undergraduate students from Pakistan, taking into account the diversity of these students in terms of demographics, socioeconomic status, and the digital divide. Data were collected using a survey questionnaire. A total of 294 students belonging to six different cities of Pakistan were surveyed employing multistage stratified sampling in face-to-face interaction. The results indicated significant differences of cyber-security posture in terms of gender, age and digital divide variables. The profiles of students based on cyber-security and risky Internet behaviors indicate three groups with a majority of them falling into group that exhibits more risk-averse yet low cyber-security behavior. Moreover, proactive cyber-security awareness behavior has a positive impact on high risk-averse behavior. The implications of the findings are studied in terms of providing customized training and awareness. The future directions are laid out for further explorations in terms of cultural differences within and cross-country contexts."
Hyper-heuristic multi-objective online optimization for cyber security in big data,https://link.springer.com/article/10.1007/s13198-022-01727-w,17 July 2022,"Mohammed Ahmed, G. Rama Mohan Babu","The tremendous growth in data inside the Big data era has created data management challenges as well as data security concerns. These large data cyber security challenges can be successfully addressed with AI computations, with the SVM providing the best results on big data order issues. Master information in picking the kernel work and different boundaries is required to characterize the correct design of the SVM, and this can significantly advance its arrangement outcomes. The fake positive rate, bogus negative rate, and model unpredictability boundaries addressed using the SVM arrangement process is shown to be a multi-objective optimization problem in this study. The hyper-heuristic online particle swarm optimization (HHOPSO) computation with the SVM multi-objective optimization problem, a hyper-heuristic online particle swarm optimization system is produced was presented. The hyper-heuristic system comprises a high-level technique for directing the search process for determining low-level heuristics, and the low-level heuristics build new SVM setup configurations using various PSO standards. The proposed HHOPSO was evaluated on two cyber security datasets i.e., NSL-KDD and ISCX-IDS. The results revealed that the suggested approach is more effective than other calculations in refining the order of big data cyber security issues. The designed HHOPSO can classify cyber-attacks like DoS, Probe, R2L, and U2R with an accuracy of 93.23%."
