Title,URL,Date Published,Authors,Abstract
Cyber governance studies in ensuring cybersecurity: an overview of cybersecurity governance,https://link.springer.com/article/10.1365/s43439-021-00045-4,11 January 2022,"Serkan Savaş, Süleyman Karataş","With the exponential increase of digital data in cyber environments, security measures have gained more importance. Cybersecurity threats are revealed by national and international units, and the number of these threats is increasing daily. The elimination of cybersecurity risks is possible with an effective cybersecurity strategy. Since the concept of management is not sufficient, the implementation of this strategy is possible with cyber governance, which includes all stakeholders in the management processes. This study emphasizes the importance and necessity of cyber governance in ensuring cybersecurity. The research and results for cybersecurity governance have been examined. A descriptive research model was used to this end. In terms of research philosophy, a basic research model and a documentary research model have been created with regard to the application method. The universe of the research consists of studies obtained from Web of Science, EBSCO, Scopus, Google Scholar, and TR Index. Studies from the last 5 years have been downloaded with the determined keywords. The result showed that although there are studies that produce local solutions for cybersecurity governance in different countries, a general governance framework has not been established as yet. On the contrary, there is a latent struggle to retain the management of this area, not its governance."
Aviation cyber security: legal aspects of cyber threats,https://link.springer.com/article/10.1007/s12198-021-00232-8,12 April 2021,Michal Klenka,"The aim of this paper is show how existing legal frameworks applied to civil aviation might be relevant in the context of cyberspace. Security threats to civil aviation operations have become more sophisticated and challenging to deal with. One that is emerging, and arguably even more complicated and sophisticated to manage, is the cyber-attack. This article is interdisciplinary as it briefly defines cyber-attack and describes the nature of the threat it poses to aviation and society generally, but also focuses on the international legal instruments that are available to address cyberterrorism and reflects on the challenges faced by aviation through cyberspace. Conclusions offer some food for thought on the article’s conclusions and on possible developments in the relationship between civil aviation and cyber security."
An Explorative Study into the Importance of Defining and Classifying Cyber Terrorism in the United Kingdom,https://link.springer.com/article/10.1007/s42979-021-00962-5,24 November 2021,Victoria Jangada Correia,"Terrorism, crime, and war are all familiar notions; however, the way in which these have been altered through cyberspace is not yet fully, nor unanimously, understood through definitions, theories, and approaches. Although the threat level of terrorism in the UK has lowered to moderate, the threat posed by cyber terrorism has nonetheless heightened throughout the COVID pandemic due to the greater necessity and presence of technology in our lives. This research aimed to highlight the necessity for a unanimous cyber terrorism definition and framework and further aimed to determine what perceptions are held by the general public regarding cyber terrorism through a mixed methods approach. The literature review confirms that there is an absence of a unanimously agreed upon definition of cyber terrorism, and furthermore that the existing academic definitions are not compatible with UK legislation. In addition, the literature review highlights an absence of a cyber terrorism framework that classifies what kind of terrorist activity is cyber enabled or cyber dependent. Quantitative data from the online survey find a couple of significant effects implying the necessity for greater diversity amongst stakeholders which could potentially enhance the detection and prevention of terrorism in the UK. The qualitative data find that although there is some agreement amongst the sample population in views held towards cyber terrorism, some misconceptions are nonetheless present which could have implications on the general public’s ability to identify and report cyber terrorist activity. Overall, the findings from the literature review and the primary data collection aid in developing a cyber terrorism definition that is compatible with UK legislative definitions, and further aids in developing a terrorist activity framework that succinctly highlights the inextricable links between traditional, cyber enabled, and cyber-dependent terrorism."
Challenges for Cyber Arms Control: A Qualitative Expert Interview Study,https://link.springer.com/article/10.1007/s12399-023-00960-w,09 August 2023,"Thomas Reinhold, Helene Pleil, Christian Reuter","The militarization of cyberspace has been a topic in international fora and scientific debates for several years. However, the development of applicable, and verifiable arms control measures that can effectively reduce the risk of military escalations in cyberspace is still hindered by the characteristics of this domain. The article analyses challenges and obstacles of dual-use, proliferation, constant technological progress, the importance of the private sector, difficulties in defining and verifying weapons and difficulties in attributing attacks."
Light footprint—heavy destabilising impact in Niger: why the Western understanding of remote warfare needs to be reconsidered,https://link.springer.com/article/10.1057/s41311-021-00362-9,11 January 2022,"James Rogers, Delina Goxho","Remote warfare has become a ‘catch-all’ term, used to describe the so-called ‘light footprint’, ‘low-risk’, and ‘distant’ characteristics of contemporary Western warfighting. Typified by a reliance on military airpower, new weapon technologies, special operations forces, and the support of local partners, proxies, and surrogates, this form of modern warfare has allowed the USA and its Western coalition member to meet national security threats globally, yet withoutr having to endure the heavy cost to their soldier’s lives that defined Afghanistan (2001) and Iraq (2003). Nevertheless, in this article, we argue that this perception of remote warfare needs reappraising. By analysing the case of Niger, we highlight how the means and mechanisms of remote warfare have now proliferated to a plethora of state actors, with varying ambitions, who combine their ‘light footprint’ tosaturatedistant zones of conflict and sovereign nations considered to be ‘strategic choke-points’. Although adopted as the blueprint for militarily effective and politically attuned global force deployment by a range of nations, we question the extent to which it is still politically useful, militarily effective, or indeed academically accurate to consider remote warfare as ‘light footprint’ at all."
"Light-speed, contemporary war, and Australia’snational defence strategic review",https://link.springer.com/article/10.1057/s42984-024-00091-2,02 May 2024,Kathryn Brimblecombe-Fox,"In our hyperconnected contemporary world, military and civilian digital and cyber technologies rely upon uncontested and uncongested access to frequencies in the electromagnetic spectrum (EMS). This reliance enables light-speed signalic connectivity, interconnectivity, operability, and interoperability of the systems and devices that perpetuate twenty-first century modes of information, remote, hybrid, and digital warfare. Informed by cultural theorist Paul Virilio’s commentaries on speed, light-speed, and war, this article examines speed as an inflection that insidiously underpins the Australian Government’s 2023National Defence: Defence Strategy Review(DSR) (public version). This is not an exhaustive study of light-speed or the DSR. Rather, this article aims to show how speed and light-speed, used as investigatory lenses, can provide critical insights into relationships between contemporary technology, and war. To this end, the article refers to US and UK defence and government electromagnetic spectrum policy statements, interpolating them into motivations for AUKUS, and the DSR’s positioning."
Legal and ethical implications of autonomous cyber capabilities: a call for retaining human control in cyberspace,https://link.springer.com/article/10.1007/s10676-023-09679-w,09 February 2023,Marta Stroppa,Abstract Not Available
Analyzing digital propaganda and conflict rhetoric: a study on Russia’s bot-driven campaigns and counter-narratives during the Ukraine crisis,https://link.springer.com/article/10.1007/s13278-024-01322-w,23 August 2024,"Rebecca Marigliano, Lynnette Hui Xian Ng, Kathleen M. Carley","The dissemination of disinformation has become a formidable weapon, with nation-states exploiting social media platforms to engineer narratives favorable to their geopolitical interests. This study delved into Russia’s orchestrated disinformation campaign, in three times periods of the 2022 Russian-Ukraine War: its incursion, its midpoint and the Ukrainian Kherson counteroffensive. This period is marked by a sophisticated blend of bot-driven strategies to mold online discourse. Utilizing a dataset derived from Twitter, the research examines how Russia leveraged automated agents to advance its political narrative, shedding light on the global implications of such digital warfare and the swift emergence of counter-narratives to thwart the disinformation campaign. This paper introduces a methodological framework that adopts a multiple-analysis model approach, initially harnessing unsupervised learning techniques, with TweetBERT for topic modeling, to dissect disinformation dissemination within the dataset. Utilizing Moral Foundation Theory and the BEND Framework, this paper dissects social-cyber interactions in maneuver warfare, thereby understanding the evolution of bot tactics employed by Russia and its counterparts within the Russian-Ukraine crisis. The findings highlight the instrumental role of bots in amplifying political narratives and manipulating public opinion, with distinct strategies in narrative and community maneuvers identified through the BEND framework. Moral Foundation Theory reveals how moral justifications were embedded in these narratives, showcasing the complexity of digital propaganda and its impact on public perception and geopolitical dynamics. The study shows how pro-Russian bots were used to foster a narrative of protection and necessity, thereby seeking to legitimize Russia’s actions in Ukraine whilst degrading both NATO and Ukraine’s actions. Simultaneously, the study explores the resilient counter-narratives of pro-Ukraine forces, revealing their strategic use of social media platforms to counteract Russian disinformation, foster global solidarity, and uphold democratic narratives. These efforts highlight the emerging role of social media as a digital battleground for narrative supremacy, where both sides leverage information warfare tactics to sway public opinion."
Anomaly and cyber fraud detection in pipelines and supply chains for liquid fuels,https://link.springer.com/article/10.1007/s10669-022-09843-5,23 January 2022,"Alinne Beteto, Vidal Melo, Jessica Lin, Marwan Alsultan, Eduardo Mario Dias, Elizabeth Korte, DeAndre A. Johnson, Negin Moghadasi, Thomas L. Polmateer, James H. Lambert","A recent large-scale information disruption of the Colonial Pipeline across the USA has highlighted the cyber vulnerabilities of the supply chains of liquid fuels. Information disruption and associated anomalies have become routine events for critical infrastructure of sociotechnical systems. The logistics systems that support energy commodity supply chains are vulnerable to information threats that evolve throughout the system life cycles. Among the prevalent threats energy supply chains are malicious hacking, fraud, information theft, ransomware, and related irregular activities. Fraud and malicious activity are not new in the supply chains for liquid fuels, though mechanisms and consequences may be changing. This paper addresses information anomalies that are on a spectrum of errors, lost data, fraud, cyber, ransomware and related disruptions to logistics systems that support e-commerce and distribution of liquid fuels, particularly for challenges associated with human and organizational errors whose frequencies may be increasing in the latest pandemic. The lessons learned can help to improve the anomalies monitoring systems thus protecting the interests of consumers, industry, and the government. A case featuring fuels distribution, cyber-physical-systems and the internet of things (IoT) is presented to illustrate several issues that are challenging the design and operation of government-mandated inspection and detection processes for fraud and anomalies. In particular, an Authenticator and Transmitter System (SAT) concept is described for remote monitoring of fuel distribution points via a secure communication channel between the fuel pumps and government regulators. The data collected in this approach are used to analyze the behavior of fuel distribution points and detect anomalous behaviors that could indicate fraud and/or fraud-like precursors to other information disruptions. The method technologies that are described in this paper helps to detect precursors of fraud and other information irregularities in their earliest stages, and to enhance policies that protect the information systems of fuel pipelines and their related logistics systems. Methods such as described herein are integrated among layers of complex information technologies to protect the interests of the energy sector, consumers, and government."
Postdigital Warfare: A Plea for Dialogue,https://link.springer.com/article/10.1007/s42438-022-00301-8,12 March 2022,Petar Jandrić,Abstract Not Available
China–U.S. cyber-crisis management,https://link.springer.com/article/10.1007/s42533-021-00079-7,28 June 2021,"Manshu XU, Chuanying LU","In the past decade, cyber security issues have led to multiple conflicts between China and the United States, resulting in significant risks and threats to the cooperation of the two countries in cyberspace. Despite early successes and failures, cyber-crisis management is still in its infancy. Challenges, such as the misreading of cyberspace strategic intentions and the ideologization of technology competition, are very real. In the future, the two sides need to work together to seek consensus on the basic principles of crisis management, emphasize the important role of academic exchanges, and take confidence-building measures to lay the foundation for cooperation in cyber-crisis management."
The hidden hierarchy of far-right digital guerrilla warfare,https://link.springer.com/article/10.1057/s42984-021-00032-3,09 June 2021,"Letícia Cesarino, Pedro H. J. Nardelli","The polarizing tendency of politically leaned social media is usually claimed to be spontaneous, or a by-product of underlying platform algorithms. This contribution revisits both claims by articulating the digital world of social media and rules derived from capitalist accumulation in the post-Fordist age, from a transdisciplinary perspective articulating the human and exact sciences. Behind claims of individual freedom, there is a rigid pyramidal hierarchy of power heavily using military techniques developed in the late years of the cold war, namely Russia Reflexive Control and the Boyd’s decision cycle in the USA. This hierarchy is not the old-style “command-and-control” from Fordist times, but an “emergent” one, whereby individual agents respond to informational stimuli, coordinated to move as a swarm. Such a post-Fordist organizational structure resembles guerrilla warfare. In this new world, it is the far right who plays the revolutionaries by deploying avant-garde guerrilla methods, while the so-called left paradoxically appears as conservatives defending the existing structure of exploitation. Although the tactical goal is unclear, the strategic objective of far-right guerrillas is to hold on to power and benefit particular groups to accumulate more capital. We draw examples from the Brazilian far right to support our claims."
Evolutionary Functions of Cyber and Traditional Forms of Aggression in Adolescence,https://link.springer.com/article/10.1007/s40806-021-00297-7,16 September 2021,"Kiana R. Lapierre, Andrew V. Dane","This study examined how cyber and traditional aggression and victimization were differentially related to adolescent reports of using aggression to pursue evolutionarily relevant functions. To consider variations in the power balance between perpetrators and victims, the study examined bullying, in which the power of the perpetrator exceeded that of the victim, and adversarial aggression, in which the perpetrator had equal or less power than the victim. Participants included 379 adolescents, ages 11–14 (M= 12.86; SD = .84). As expected, cyberbullying and traditional bullying were consistently associated with proactive functions, including dominance, aggression deterrence and intrasexual competition (competitive), seeking status and mates (impression management), and enjoyment (sadistic), in line with the goal-directed nature of bullying. In contrast, cyber and traditional forms of adversarial aggression and victimization were associated with competitive and reactive functions (for boys only in cyber form), consistent with expectations that adversarial aggression would occur in the context of intrasexual competition. Relations with functions differed by gender only for cyber aggression. Cyberbullying was more strongly linked to competitive functions for girls, whereas adversarial cyber aggression related to competitive functions only for boys, and linked more strongly with reactive functions for girls, suggesting that girls may be more risk averse in their use of cyber aggression. In addition, traditional bullying was associated with both proactive and reactive motives, whereas cyberbullying was related only to proactive functions. The implications of differentiating the evolutionarily relevant aggressive functions associated with adolescents’ experiences of bullying and adversarial aggression are discussed."
The Shift of China’s Strategic Thinking on Cyberwarfare Since the 1990s,https://link.springer.com/article/10.1007/s11366-022-09813-3,23 June 2022,Tianjiao Jiang,"It has been widely argued that China has prepared for launching cyberwarfare against the United States for long time. There are two reasons for this. First, the revolution of cyber technology changed the offense-defense balance, which will lead to frequent cyber conflicts. Second, with the relative decline of the United States and the rising up of China in recent years, there has been growing concerns about a Thucydides Trap between the two great powers, and cyberwar is very likely to happen. However, except for disputes on cyber espionage, China showed restraint on the offensive use of its cyberpower. This paper argues that China’s strategic thinking on cyber offense, defense, and cyberwarfare has been evolving over the past decades. Through content analysis of official documents and academic writings, this paper sheds light on the recent discussions and development of China’s cyber offense and defense strategy. With China’s gradual access to the global Internet and extensive participation in the international economic division of labor, maintaining the stability of global cyberspace is of greater significance to China, and the cost of launching cyber warfare is higher and higher. Such findings help avoid miscalculation and maintain strategic stability between China and the United States in cyberspace."
"‘Smart’ warfare and China–U.S. stability: strengths, myths, and risks",https://link.springer.com/article/10.1007/s42533-021-00094-8,01 December 2021,Haotian Qi,"Both the U.S. and China are experiencing military transformation and modernization, a process through which their militaries are becoming increasingly reliant on artificial intelligence and associated technologies. Expecting an intelligence revolution in military affairs, both militaries look forward to increasing effectiveness and efficiency in intelligence, command and control, logistics, and weapon systems. Yet beneath the high promises of new technology, the strengths and weaknesses of such advances create substantial obstacles to achieving military stability between the two nations. This paper discusses the oft-neglected, multi-layered turbulence created at the intersection of technology and strategy that lies behind the current military transformation. Looking into the future, China and the U.S. need to voice concerns about the transformation’s impact on current and future conflict dynamics and take the necessary steps to enhance operational and strategic stability in an increasingly AI-integrated military arena."
Das Cyber-Hilfswerk,https://link.springer.com/article/10.1007/s43442-021-0058-0,01 December 2021,Manuel Atug,Abstract Not Available
Swarm-intelligence for the modern ICT ecosystems,https://link.springer.com/article/10.1007/s10207-024-00869-1,18 June 2024,"George Hatzivasilis, Eftychia Lakka, Manos Athanatos, Sotiris Ioannidis, Grigoris Kalogiannis, Manolis Chatzimpyrros, George Spanoudakis, Spyros Papastergiou, Stylianos Karagiannis, Andreas Alexopoulos, Dimitry Amelin, Stephan Kiefer","Digitalization is continuing facilitating our daily lives. The world is interconnected as never before, bringing close people, businesses, or other organizations. However, hackers are also coming close. New business and operational models require the collection and processing of massive amounts of data in real-time, involving utilization of complex information systems, large supply-chains, personal devices, etc. These impose several advantages for adversaries on the one hand (e.g., poorly protected or monitored elements, slow fashion of security updates/upgrades in components that gain little attention, etc.), and many difficulties for defenders on the other hand (e.g., administrate large and complex systems with high dynamicity) in this cyber-security interplay. Impactful attacks on ICT systems, critical infrastructures, and supply networks, as well as cyber-warfare are deriving the necessity for more effective defensives. This paper presents a swarm-intelligence solution for incident handling and response. Cyber Threat Intelligence (CTI) is continuously integrated in the system (i.e., MISP, CVEs, STIX, etc.), and Artificial Intelligence (AI)/Machine Learning (ML) are incorporated in the risk assessment and event evaluation processes. Several incident handling and response sub-procedures are automated, improving effectiveness and decreasing response time. Information concerning identified malicious activity is circulated back to the community (i.e., via the MISP information sharing platform) in an open loop. The proposal is applied in the supply-chain of healthcare organizations in Europe (considering also EU data protection regulations). Nevertheless, it is a generic solution that can be applied in any domain."
Military Computing Security: Insights and Implications,https://link.springer.com/article/10.1007/s40031-024-01136-6,21 August 2024,"Kavita Sahu, Rajeev Kumar, R. K. Srivastava, A. K. Singh","In an era of heightened technological dependence in military operations, safeguarding the security of military computing systems is of paramount importance. Military organizations require real-time threat detection and predictive analytics capabilities to mitigate cyber threats effectively. In this context, the current paper discusses comprehensive strategies for military computing security, presenting informative content that includes 9 security characteristics classified into cyber, physical, and insider domains, along with 20 security approaches featuring descriptions, benefits, and challenges, and highlighting 24 security challenges in military contexts. Furthermore, this paper introduces an integrated framework for securing military computing, presenting a comprehensive strategy designed to address the multifaceted challenges of cybersecurity in military contexts. The framework outlines ten steps that provide guidelines for implementing robust security measures. By combining various security measures, such as network segmentation, advanced encryption, access control, and threat intelligence integration, the framework proposed in this work aims to create a resilient defence against evolving cyber threats. The validation of the proposed framework includes a comparison with previous military security frameworks, demonstrating a positive impact. Through an in-depth examination of each component, this research work seeks to provide military leaders, cybersecurity experts, and policymakers with valuable insights for protecting national security interests in the digital age, contributing to ongoing efforts to fortify military computing systems against cyber adversaries."
Epistemological Equation for Analysing Uncontrollable States in Complex Systems: Quantifying Cyber Risks from the Internet of Things,https://link.springer.com/article/10.1007/s12626-021-00086-5,22 July 2021,"Petar Radanliev, David De Roure, Pete Burnap, Omar Santos","The Internet-of-Things (IoT) triggers data protection questions and new types of cyber risks. Cyber risk regulations for the IoT, however, are still in their infancy. This is concerning, because companies integrating IoT devices and services need to perform a self-assessment of its IoT cyber security posture. At present, there are no self-assessment methods for quantifying IoT cyber risk posture. It is considered that IoT represent a complex system with too many uncontrollable risk states for quantitative risk assessment. To enable quantitative risk assessment of uncontrollable risk states in complex and coupled IoT systems, a new epistemological equation is designed and tested though comparative and empirical analysis. The comparative analysis is conducted on national digital strategies, followed by an empirical analysis of cyber risk assessment approaches. The results from the analysis present the current and a target state for IoT systems, followed by a transformation roadmap, describing how IoT systems can achieve the target state with a new epistemological analysis model. The new epistemological analysis approach enables the assessment of uncontrollable risk states in complex IoT systems—which begin to resemble artificial intelligence—and can be used for a quantitative self-assessment of IoT cyber risk posture."
Logical concept mapping and social media analytics relating to cyber criminal activities for ontology creation,https://link.springer.com/article/10.1007/s41870-022-00934-9,02 May 2022,Romil Rawat,"The backbone of the semantic web is ontology, dealing with the context of details associated with a specific domain. Domain ontology (DO) is an important source of information for knowledge-based systems. Nonetheless, developing DO is a time-consuming procedure that is heavily reliant on the developer's expertise. Here, a novel semi-automated technique for creating Ontologies in the terrorism domain is suggested. Terrorism actions provide critical information that can be used to improve a country's security system. To obtain the most up-to-date knowledge of the domain, online social network (OSN) data, specifically Twitter text data, is retrieved, and then concepts and associated relationships are recognized and mapped through formal concept analysis (FCA). The fluent editor tool (FET) displays a number of user-defined associations. Knowledge is also extracted using a query-based approach and a reasoner window in the FET. The created DO is broadcast on the web using an ontology web language (OWL) that may be used in a variety of other applications. The suggested work is notable because it creates broad-coverage DO for the terrorist domain using a tool called Fluent Editor (FE) instead of the typical tool (protégé), and semantic information is retrieved with 100% correctness, similar to a query-based search system (QBS)."
"Johnson, J. (2021).Artificial Intelligence and The Future of Warfare. The USA China and Strategic Stability. Manchester: Manchester University Press, 240 S., ISBN:  978-1526145055, € 90,72.",https://link.springer.com/article/10.1007/s12399-022-00918-4,12 September 2022,"Thomas Reinhold, Christian Reuter",Abstract Not Available
Cyber risk ordering with rank-based statistical models,https://link.springer.com/article/10.1007/s10182-020-00387-0,09 December 2020,"Paolo Giudici, Emanuela Raffinetti","In a world that is increasingly connected on-line, cyber risks become critical. Cyber risk management is very difficult, as cyber loss data are typically not disclosed. To mitigate the reputational risks associated with their disclosure, loss data may be collected in terms of ordered severity levels. However, to date, there are no risk models for ordinal cyber data. We fill the gap, proposing a rank-based statistical model aimed at predicting the severity levels of cyber risks. The application of our approach to a real-world case shows that the proposed models are, while statistically sound, simple to implement and interpret."
Analyzing influence operations on Facebook: an exploratory study,https://link.springer.com/article/10.1057/s42984-024-00093-0,29 May 2024,"Craig Douglas Albert, Lance Y. Hunter, Samantha Mullaney, Meagan Mays","Recently, there have been groundbreaking studies that seek to create unique cybersecurity datasets used to empirically test theories related to strategic cybersecurity. To date, however, this research has neglected cyber-enabled information operations (CEIO). With the remarkable amount of information operations being reported on social media platforms such as Facebook, Twitter, and Instagram, there is a substantial gap in the literature regarding empirical studies on CEIO using cross-national datasets. This exploratory, descriptive study seeks to remedy this dilemma. To do so, this paper investigates the question, “What are the political and economic characteristics of states that are most likely to be targeted by CEIO over social media on Facebook?” To investigate, this exploratory, descriptive study utilizes a unique Information Operations Threat Report Dataset (2020) based on Facebook’s release of 2020 influence operations information that captures CEIO on its platform from 2017 to 2020. A descriptive data analysis reveals that mixed regimes (i.e., states that are partially authoritarian and democratic) and slightly wealthier states are more likely to be targeted in CEIO on Facebook. These exploratory findings provide useful insights into what types of states may be more susceptible to CEIO attacks on Facebook."
The Belt and Road Initiative: Strategic Orientations for the EU,https://link.springer.com/article/10.1007/s12399-023-00973-5,28 December 2023,Karim Fathi,"The West currently has nothing to counter China’s BRI. An assessment of the BRI and the question of how to deal with China cannot be answered unequivocally. Is the West in cooperation or already in conflict with China? This article postulates that both is simultaneously the case and part of China’s highly complex foreign policy. Based on principles of ancient warfare, Chinese foreign policy aims at generating the greatest possible connectivity and economic dependencies. This article discusses four strategic leverage points for a correspondingly complexity-appropriate, peace-promoting EU policy."
Emerging Realities in the International Political System: Transforming State’s Foreign Policy,https://link.springer.com/article/10.1134/S1019331623010148,02 October 2023,"Syed Muhammad Saad Zaidi, Nirmal",Abstract Not Available
Quantum technology for military applications,https://link.springer.com/article/10.1140/epjqt/s40507-021-00113-y,06 November 2021,Michal Krelina,"Quantum technology is an emergent and potentially disruptive discipline, with the ability to affect many human activities. Quantum technologies are dual-use technologies, and as such are of interest to the defence and security industry and military and governmental actors. This report reviews and maps the possible quantum technology military applications, serving as an entry point for international peace and security assessment, ethics research, military and governmental policy, strategy and decision making. Quantum technologies for military applications introduce new capabilities, improving effectiveness and increasing precision, thus leading to ‘quantum warfare’, wherein new military strategies, doctrines, policies and ethics should be established. This report provides a basic overview of quantum technologies under development, also estimating the expected time scale of delivery or the utilisation impact. Particular military applications of quantum technology are described for various warfare domains (e.g. land, air, space, electronic, cyber and underwater warfare and ISTAR—intelligence, surveillance, target acquisition and reconnaissance), and related issues and challenges are articulated."
"Advanced Persistent Threats (APT): evolution, anatomy, attribution and countermeasures",https://link.springer.com/article/10.1007/s12652-023-04603-y,06 May 2023,"Amit Sharma, Brij B. Gupta, Awadhesh Kumar Singh, V. K. Saraswat","In today’s cyber warfare realm, every stakeholder in cyberspace is becoming more potent by developing advanced cyber weapons. They have equipped with the most advanced malware and maintain a hidden attribution. The precocious cyber weapons, targeted and motivated with some specific intention are called as Advanced Persistent Threats (APT). Developing defense mechanisms and performing attribution analysis of such advanced attacks are extremely difficult due to the intricate design of attack vector and sophisticated malware employed with high stealth and evasive techniques. These attacks also include advanced zero-day and negative-day exploits and payloads. This paper provides a comprehensive survey on the evolution of advanced malware design paradigms, APT attack vector and its anatomy, APT attack Tactics, Techniques, and Procedures (TTP) and specific case studies on open-ended APT attacks. The survey covers a detailed discussion on APT attack phases and comparative study on threat life-cycle specification by various organizations. This work also addresses the APT attack attribution and countermeasures against these attacks from classical signature and heuristic based detection to modern machine learning and genetics based detection mechanisms along with sophisticated zero-day and negative day malware countermeasure by various techniques like monitoring of network traffic and DNS logs, moving target based defense, and attack graph based defenses. Furthermore, the survey addresses various research scopes in the domain of APT cyber-attacks."
"Air, breath and life",https://link.springer.com/article/10.1057/s42984-023-00082-9,29 January 2024,Gabriele Schwab,"The enmeshment of compounding elements of airspace insecurity including aerial warfare, climate change, nuclearism, environmental toxicity and state violence urgently requires airspace security as a new human right. Since today’s digital media are central in shaping the psychic impact of airspace insecurity, I argue that we also need a new digital media ecology that includes the analysis of and response to the wide range of traumatic effects, individual and collective, physical and psychological of airspace insecurity. I consider how the proposed new human right to live without physical or psychological threat (Grief, 2022) from above is a crucial step in developing a larger ecology of resistance that must be transnational, transspecies and transgenerational."
Unpacking the political-criminal nexus in state-cybercrimes: a macro-level typology,https://link.springer.com/article/10.1007/s12117-023-09486-1,07 February 2023,Anita Lavorgna,"Criminological literature on crime and deviance in cyberspace has boomed in recent years with most studies focusing on computer integrity crimes, computer content crimes and financial cybercrimes, also discussing the opportunity to consider some of these crimes as profit-driven forms of organised crime. The existing literature, however, has not addressed extensively yet the impact of the emergence and proliferation of cyber affordances on forms of state-organized crime – a conceptualization that since the late ‘80 s proved successful in shedding light, among other things, on the relationships among social structures and criminality. Seeking to address this gap, this conceptual contribution focuses on state-cybercrimes, where illegal, harmful or unjust cyber activities are committed for the benefit of a state or its agencies, offering a macro-typology to shed light on how cyber affordances are influencing and transforming the state-crime relations."
Optimal attack strategy selection of an autonomous cyber-physical micro-grid based on attack-defense game model,https://link.springer.com/article/10.1007/s12652-020-02678-5,19 November 2020,"Xiao-Peng Ji, Wen Tian, Weiwei Liu, Guangjie Liu","The security of cyber-physical systems (CPS) has become an active research area in recent years. Autonomous micro-grid, an important component of smart grid and essentially a cyber-physical system, extends the attack surface and undermines system security. This paper proposes a game-theoretic approach to describe the plausible attack-defense dynamics for autonomous micro-grid. The game is a kind of two-player, one shot, non-cooperative, and Zero-sum game, where the goal of attackers in this game is to gain the maximum payoff under a certain cost. The behavior of attackers includes two steps, intrusion and disruption, whereas the defenders can improve their defense performance by updation or reinforcement of cyber component. The optimal strategy of attackers is deduced based on the dynamic model. Finally, the case studies validate the proposed method and demonstrate its feasibility."
Development of the Chinese A2/AD System in the Context of US–China Relations,https://link.springer.com/article/10.1134/S1019331622120048,29 September 2022,M. G. Yevtodyeva,Abstract Not Available
Two-stage advanced persistent threat (APT) attack on an IEC 61850 power grid substation,https://link.springer.com/article/10.1007/s10207-024-00856-6,14 May 2024,"Aida Akbarzadeh, Laszlo Erdodi, Siv Hilde Houmb, Tore Geir Soltvedt","Advanced Persistent Threats (APTs) are stealthy, multi-step attacks tailored to a specific target. Often described as ’low and slow’, APTs remain undetected until the consequences of the cyber-attack become evident, usually in the form of damage to the physical world, as seen with the Stuxnet attack, or manipulation of an industrial process, as was the case in the Ukraine Power Grid attacks. Given the increasing sophistication and targeted nature of cyber-attacks, especially APTs, this paper delves into the substantial threats APTs pose to critical infrastructures, focusing on power grid substations. Through a detailed case study, we present and explore a 2-stage APT attack on an IEC 61850 power grid substation, employing a Hardware-in-the-Loop (HIL) testbed to simulate real-world conditions. More specifically, this paper discusses two significant experiments conducted to assess vulnerabilities in the control protocols used in IEC 61850 substations: IEC 60870-5-104 and IEC 61850. The integration of findings from these experiments revealed a number of previously undiscussed potential threats to power grid infrastructure that could arise from attacking one or more substations. To better address these potential threats, the paper proposes an extension to the Industrial Control System (ICS) kill chain that explicitly accounts for the consequences of attacks on the physical aspects of Cyber-Physical Systems (CPSs)."
"Fear and empathy in international relations: Diplomacy, cyber engagement and Australian foreign policy",https://link.springer.com/article/10.1057/s41254-021-00211-9,21 April 2021,Luigi Di Martino,"Emotions in international relations, as in human relations, are invisible but leave traces in the policy articulation. Such traces can reveal how emotional interpretations of the environment in which national states operate shape and frame certain policy and strategic choices. Drawing on the concept of the “institutionalisation of empathy and fear” developed by Crawford (Int Theory 6(3):535–557, 2014), I first operationalise and then apply this concept to the Australian foreign policy. This framework is applied to the analysis of the foreign policy documents and strategies published by the Australian government in the last decade. In particular, I focus on Australia’s foreign policy articulation and interpretation of the internet and digital technologies. New, pressing problems are emerging in the digital environment due to a range of cybersecurity threats, including an increase in the frequency of automated accounts and the dissemination of fake news and digital propaganda. From perceiving the internet as a communication platform that allows for listeningtoand dialoguewithforeign publics, Australian foreign policy is increasingly framing the internet as strategic infrastructure that requires defending and guarding. The attention is, thus, moving towards short-term ‘defensive’ goals—as a result of a higher perceived fear of the latest evolution in the geopolitical context. The shift in Australian foreign policy indicates a form of institutionalisation of fear in response to the challenges emerging from the digital environment. I conclude by arguing that a more belligerent international environment highlights the tension between national interest—which evolves and changes due to political shifts and contextual elements—and the understanding of public diplomacy engagement as mutual understanding and mutual influence."
