Title,URL,Date Published,Authors,Abstract,Preprocessed_Abstract
Cyber security analysis based medical image encryption in cloud IoT network using quantum deep learning model,https://link.springer.com/article/10.1007/s11082-023-06076-x,27 January 2024,Jing Wang,"A very high degree of security is required for the transmission of medical pictures via open access as these images are more important than other types of images in most applications, especially real-time applications like telemedicine. The rapid advancement of artificial intelligence (AI) technology has made the privacy and security of patient medical picture data an urgent issue in the field of image privacy protection. By combining quantum deep learning with cyber security research of cloud IoT networks, this study proposes a novel approach to encrypting medical photos. Here, a stream crypto cypher and deep, extreme convolutional networks encrypt the medical image. Afterwards, this encrypted picture was stored using a secure cloud IoT infrastructure. Encryption speed, structural similarity index measure (SSIM), root mean square error (RMSE), mean average precision (MAP), and peak signal-to-noise ratio (PSNR) are all used in the experimental investigation. To determine the efficacy of the proposed approach, experimental analyses and simulations were carried out. PSNR was 92%, RMSE was 85%, SSIM was 68%, MAP was 52%, and encryption speed was 88% using the suggested method.",high degree security require transmission medical picture via open access image important type image application especially realtime application like telemedicine rapid advancement artificial intelligence ai technology make privacy security patient medical picture data urgent issue field image privacy protection combine quantum deep learn cyber security research cloud iot network study proposes novel approach encrypt medical photo stream crypto cypher deep extreme convolutional network encrypt medical image afterwards encrypt picture store use secure cloud iot infrastructure encryption speed structural similarity index measure ssim root mean square error rmse mean average precision map peak signaltonoise ratio psnr use experimental investigation determine efficacy propose approach experimental analysis simulation carry psnr rmse ssim map encryption speed use suggest method
From scattered data to actionable knowledge: flexible cyber security reporting in the military domain,https://link.springer.com/article/10.1007/s10207-022-00613-7,14 September 2022,"Florian Skopik, Arndt Bonitz, Volker Grantz, Günter Göhler","Numerous cyber situational awareness models have been proposed in recent years. Yet, one of the main challenges still remains mostly unsolved, which is what information sources contribute to the process for establishing cyber situational awareness and how is relevant information collected. While previous scientific works focused on situational awareness models and decision support based on common operating pictures, ingesting and maintaining a consistent data basis for the cyber domain has rarely been studied in detail. However, this is crucial when data distributed across different systems need to be collected, vetted, correlated, de-duplicated, enriched and finally stored as a basis for flexible cyber security reporting. In this paper, we design an approach and a data model that enable to ingest and store the essential information from disparate organizational units and act as a basis for the flexible creation of cyber security reports. We describe the application of this approach and model in a case study together with the Austrian Ministry of Defense (MoD), in which we surveyed existing data sources and transfer paths and rated the applicability of the CCOP data model and accompanying processes in course of a proof-of-concept implementation.",numerous cyber situational awareness model propose recent year yet one main challenge still remains mostly unsolved information source contribute process establish cyber situational awareness relevant information collect previous scientific work focus situational awareness model decision support base common operating picture ingest maintain consistent data basis cyber domain rarely study detail however crucial data distribute across different system need collect vet correlate deduplicated enrich finally store basis flexible cyber security reporting paper design approach data model enable ingest store essential information disparate organizational unit act basis flexible creation cyber security report describe application approach model case study together austrian ministry defense mod survey exist data source transfer path rat applicability ccop data model accompany process course proofofconcept implementation
Cyber-security and risky behaviors in a developing country context: a Pakistani perspective,https://link.springer.com/article/10.1057/s41284-022-00343-4,29 May 2022,"Naurin Farooq Khan, Naveed Ikram, Sumera Saleem, Saad Zafar","Cyber-security behavior research is scant with even scarce studies carried out in developing countries. We examine the cyber-security and risky Internet behaviors of undergraduate students from Pakistan, taking into account the diversity of these students in terms of demographics, socioeconomic status, and the digital divide. Data were collected using a survey questionnaire. A total of 294 students belonging to six different cities of Pakistan were surveyed employing multistage stratified sampling in face-to-face interaction. The results indicated significant differences of cyber-security posture in terms of gender, age and digital divide variables. The profiles of students based on cyber-security and risky Internet behaviors indicate three groups with a majority of them falling into group that exhibits more risk-averse yet low cyber-security behavior. Moreover, proactive cyber-security awareness behavior has a positive impact on high risk-averse behavior. The implications of the findings are studied in terms of providing customized training and awareness. The future directions are laid out for further explorations in terms of cultural differences within and cross-country contexts.",cybersecurity behavior research scant even scarce study carry develop country examine cybersecurity risky internet behavior undergraduate student pakistan take account diversity student term demographic socioeconomic status digital divide data collect use survey questionnaire total student belonging six different city pakistan survey employ multistage stratify sample facetoface interaction result indicate significant difference cybersecurity posture term gender age digital divide variable profile student base cybersecurity risky internet behavior indicate three group majority fall group exhibit riskaverse yet low cybersecurity behavior moreover proactive cybersecurity awareness behavior positive impact high riskaverse behavior implication finding study term provide customize training awareness future direction laid exploration term cultural difference within crosscountry context
Hyper-heuristic multi-objective online optimization for cyber security in big data,https://link.springer.com/article/10.1007/s13198-022-01727-w,17 July 2022,"Mohammed Ahmed, G. Rama Mohan Babu","The tremendous growth in data inside the Big data era has created data management challenges as well as data security concerns. These large data cyber security challenges can be successfully addressed with AI computations, with the SVM providing the best results on big data order issues. Master information in picking the kernel work and different boundaries is required to characterize the correct design of the SVM, and this can significantly advance its arrangement outcomes. The fake positive rate, bogus negative rate, and model unpredictability boundaries addressed using the SVM arrangement process is shown to be a multi-objective optimization problem in this study. The hyper-heuristic online particle swarm optimization (HHOPSO) computation with the SVM multi-objective optimization problem, a hyper-heuristic online particle swarm optimization system is produced was presented. The hyper-heuristic system comprises a high-level technique for directing the search process for determining low-level heuristics, and the low-level heuristics build new SVM setup configurations using various PSO standards. The proposed HHOPSO was evaluated on two cyber security datasets i.e., NSL-KDD and ISCX-IDS. The results revealed that the suggested approach is more effective than other calculations in refining the order of big data cyber security issues. The designed HHOPSO can classify cyber-attacks like DoS, Probe, R2L, and U2R with an accuracy of 93.23%.",tremendous growth data inside big data era create data management challenge well data security concern large data cyber security challenge successfully address ai computation svm provide best result big data order issue master information pick kernel work different boundary require characterize correct design svm significantly advance arrangement outcome fake positive rate bogus negative rate model unpredictability boundary address use svm arrangement process show multiobjective optimization problem study hyperheuristic online particle swarm optimization hhopso computation svm multiobjective optimization problem hyperheuristic online particle swarm optimization system produce present hyperheuristic system comprises highlevel technique direct search process determine lowlevel heuristic lowlevel heuristic build new svm setup configuration use various pso standard propose hhopso evaluate two cyber security datasets ie nslkdd iscxids result reveal suggest approach effective calculation refining order big data cyber security issue design hhopso classify cyberattacks like do probe rl ur accuracy
Proposed cancelable biometrics system based on hybrid optical crypto-steganography audio framework for cyber security applications,https://link.springer.com/article/10.1007/s11042-024-18232-w,08 July 2024,Mai Helmy,"Biometric authentication systems have gained significant popularity in recent years due to their high level of security and convenience. Cancelable biometrics is a promising area of research that addresses the privacy and security concerns associated with traditional biometric systems. By transforming the biometric data in a non-invertible manner, cancelable biometrics offer enhanced privacy protection, increased security, and the flexibility to revoke or update biometric templates. As research in this field continues to advance, cancelable biometrics has the potential to revolutionize the way biometric systems are implemented and utilized. Ten years ago, there is a dire need to develop new cancelable biometric systems depending on cryptography or steganography system which may merging the two previous techniques to hide secret information within a cover medium. It involves encrypting the message and then embedding it into an innocent-looking file, such as an image or audio file. The goal is to make the hidden message undetectable to anyone who is not the intended recipient. This method ensures that even if the cover medium is intercepted, the secret information remains secure. Crypto-steganography is a powerful tool for covert communication and has applications in various fields, including intelligence agencies, cyber-security, and digital multimedia applications. In a classical cryptography system, users can easily change their password if they are compromised. However, user's biometrics is limited and unique, and if they are compromised, it will be impossible to change them as it in cryptography system. So, the basic concept of cancelable biometrics is to use another version of the original biometric template created through a one-way transform or a crypto-steganography scheme to keep the original biometrics safe and away from utilization in the system. Cancelable biometrics depends on the transformation of data so that users can replace their single biometric template in the same or different system. In this paper, a biometric system is presented as a novel hybrid optical crypto-steganography algorithm which is used to achieve cancelability option over audios signal. A proposal hybrid crypto-steganography technique based on the optical Double Random Phase Encoding (DRPE) algorithm which is suggested to attain simultaneous encryption of multi-audios, begins with encrypting the biometric audios using the optical DRPE algorithm, then the resulting encrypted biometric audios are further encrypted again with the chaotic Baker map as a permutation strategy, Advanced Encryption Standard (AES), and Ron's Code (RC6) as a diffusion strategy. Then, the resulting encrypted biometrics is embedded into the cover media with a steganography technique which is based on a chaotic concept. Finally, the quality evaluation of the proposed cancelable biometrics system reveals good performance. The simulation results prove that the suggested hybrid optical crypto-steganography framework is reliable and presents recommended security and robustness levels for its utilization in achieving efficient cancelable biometrics systems compared to traditional techniques.",biometric authentication system gain significant popularity recent year due high level security convenience cancelable biometrics promising area research address privacy security concern associate traditional biometric system transform biometric data noninvertible manner cancelable biometrics offer enhance privacy protection increase security flexibility revoke update biometric template research field continue advance cancelable biometrics potential revolutionize way biometric system implement utilized ten year ago dire need develop new cancelable biometric system depend cryptography steganography system may merge two previous technique hide secret information within cover medium involves encrypt message embed innocentlooking file image audio file goal make hidden message undetectable anyone intend recipient method ensures even cover medium intercept secret information remains secure cryptosteganography powerful tool covert communication application various field include intelligence agency cybersecurity digital multimedia application classical cryptography system user easily change password compromise however user biometrics limited unique compromise impossible change cryptography system basic concept cancelable biometrics use another version original biometric template create oneway transform cryptosteganography scheme keep original biometrics safe away utilization system cancelable biometrics depends transformation data user replace single biometric template different system paper biometric system present novel hybrid optical cryptosteganography algorithm use achieve cancelability option audio signal proposal hybrid cryptosteganography technique base optical double random phase encode drpe algorithm suggest attain simultaneous encryption multiaudios begin encrypt biometric audio use optical drpe algorithm result encrypt biometric audio encrypt chaotic baker map permutation strategy advanced encryption standard aes ron code rc diffusion strategy result encrypt biometrics embed cover medium steganography technique base chaotic concept finally quality evaluation propose cancelable biometrics system reveals good performance simulation result prove suggest hybrid optical cryptosteganography framework reliable present recommend security robustness level utilization achieve efficient cancelable biometrics system compare traditional technique
Analysis of Cross-Domain Security and Privacy Aspects of Cyber-Physical Systems,https://link.springer.com/article/10.1007/s10776-022-00559-6,04 July 2022,"Kamal Prasat, S. Sanjay, V. Ananya, R. Kannadasan, S. Rajkumar, Roshani Raut, Ramani Selvanambi","Cyber-physical systems (CPSs) are the recent surfacing of engineered systems in which the integration of computing, communication, and control technologies are so secure. Many important application fields such as transportation, energy, and medical systems employ Cyber-physical systems as the basic engineering systems which we conclude from various researches. The rapid and important development of CPS is affecting many aspects of people's lifestyles, enabling a wide range of applications and services such as Smart Home, E-Health, and ecommerce. They have the capability to consolidate sensor networks with implanted processing to screen and control the actual environment, with input circles that permits this outside boost to self-initiate either correspondence, control or registering. In spite of their various benefits, CPS frameworks are inclined to different digital and additionally actual security dangers, assaults and difficulties. This is because of their heterogeneous nature, their dependence on private information, and their enormous scope arrangement. Thus, purposeful or unplanned openings of these frameworks can result in calamitous impacts, which makes it basic to set up vigorous safety efforts. Currently, there is an increase in the present security confrontation with the epidemic growth of cyber-physical systems. There has been an influx of susceptibility, risks, attacks, and controls for the emerging latest generation of CPS. This paper overviews the security of cyber-physical systems along with the exploration of various cyber-attacks associated with CPS. Furthermore, this paper gives us a clear picture of various applications in several domains as well as the CPS in various emerging technologies.",cyberphysical system cps recent surface engineer system integration compute communication control technology secure many important application field transportation energy medical system employ cyberphysical system basic engineering system conclude various research rapid important development cps affect many aspect people lifestyle enable wide range application service smart home ehealth ecommerce capability consolidate sensor network implant processing screen control actual environment input circle permit outside boost selfinitiate either correspondence control register spite various benefit cps framework inclined different digital additionally actual security danger assault difficulty heterogeneous nature dependence private information enormous scope arrangement thus purposeful unplanned opening framework result calamitous impact make basic set vigorous safety effort currently increase present security confrontation epidemic growth cyberphysical system influx susceptibility risk attack control emerge late generation cps paper overview security cyberphysical system along exploration various cyberattacks associate cps furthermore paper give u clear picture various application several domain well cps various emerge technology
E-healthcare application cyber security analysis using quantum machine learning in malicious user detection,https://link.springer.com/article/10.1007/s11082-023-05854-x,27 January 2024,"Zhenkun Liu, Xu Jia, Bin Li","In the medical field, it is crucial to manage visual and auditory data generated by Internet of Things (IoT) devices. Cloud servers are often used to manage the massive amounts of data generated by these IoT devices. Current improvements in electronic and communication technology have greatly impacted the e-healthcare sector owing to the effective exchange of patient data. IoMTs, or the Internet of Medical Things, are a relatively recent development in the field of remote health monitoring. They are used in patient-centric systems for the transmission and tracking of patient data. Authentication and anomaly detection are two areas where modern medical systems make extensive use of encryption, biometrics, and machine learning (ML) technology. This study suggests a new method for assessing the cyber security of e-healthcare apps; one that makes use of quantum machine learning. Users of e-healthcare applications have been tracked and analysed to identify risky behaviours. A deep variational adversarial encoder network and a fuzzy Gaussian quantile neural network classify the characteristics of observed user activity data, leading to the identification of malicious users and an increase in network security. Recreation aftereffects of the proposed engineering show vigor with regards to proficient execution, including prescient misfortune = 7%, learning rate = goldilocks (0.5), record advancement = 23%, transmission influence = − 18 dBm, jitter = 32 ms, delay = 90 ms, throughput = 170 bytes, obligation cycle and conveyance = 10%, and dynamic serverless reactions. Proposed technique attained Random accuracy of 98%, F-1 Score of 75%, mean average Precision (mAP) of 65%, Specificity of 66%, kappa Co-efficient of 69%.",medical field crucial manage visual auditory data generate internet thing iot device cloud server often use manage massive amount data generate iot device current improvement electronic communication technology greatly impact ehealthcare sector owe effective exchange patient data iomts internet medical thing relatively recent development field remote health monitoring use patientcentric system transmission track patient data authentication anomaly detection two area modern medical system make extensive use encryption biometrics machine learn ml technology study suggests new method assess cyber security ehealthcare apps one make use quantum machine learn user ehealthcare application tracked analyse identify risky behaviour deep variational adversarial encoder network fuzzy gaussian quantile neural network classify characteristic observe user activity data lead identification malicious user increase network security recreation aftereffect propose engineering show vigor regard proficient execution include prescient misfortune learn rate goldilocks record advancement transmission influence dbm jitter m delay m throughput byte obligation cycle conveyance dynamic serverless reaction propose technique attain random accuracy f score mean average precision map specificity kappa coefficient
Automotive Cyber Security - Emerging Risks and  New Case Study Insights,https://link.springer.com/article/10.1007/s38314-024-1890-0,19 July 2024,Numaan Huq,Abstract Not Available,abstract available
Cyber security risk assessment in autonomous shipping,https://link.springer.com/article/10.1057/s41278-022-00214-0,26 January 2022,"Hasan Mahbub Tusher, Ziaul Haque Munim, Theo E. Notteboom, Tae-Eun Kim, Salman Nazir","Autonomous ships would require higher cyber-physical interaction in comparison with traditional shipping operations, thus increasing the vulnerabilities associated with cyber security. The increasing complexity surrounding the innate characteristics of the shipping industry makes it challenging to build a resilient framework for ensuring cyber security. This study proposes a multi-criteria decision-making (MCDM) framework for assessing cyber security risk in the autonomous shipping context. The research was validated through surveying subject matter experts, system designers and seafarers. Different types of equipment and systems are ranked based on their perceived vulnerability to cyber threats. Survey data from 28 subject matter experts are collected and analysed through the Bayesian best–worst method (BWM). At system level, the results indicate that navigational systems are the most vulnerable to potential cyber threats, while propulsion systems are the least vulnerable element in the context of future autonomous shipping operations. On a sub-system level, the three most vulnerable parts are Global Navigation Satellite System (GNSS), Electronic Chart Display and Information System (ECDIS) and the communication devices on shore control centres (SCC), while the least vulnerable parts are engine controls, SCC integration platforms and cargo handling at ports.",autonomous ship would require high cyberphysical interaction comparison traditional shipping operation thus increase vulnerability associate cyber security increase complexity surround innate characteristic shipping industry make challenge build resilient framework ensure cyber security study proposes multicriteria decisionmaking mcdm framework assess cyber security risk autonomous shipping context research validate survey subject matter expert system designer seafarer different type equipment system ranked base perceive vulnerability cyber threat survey data subject matter expert collect analyse bayesian bestworst method bwm system level result indicate navigational system vulnerable potential cyber threat propulsion system least vulnerable element context future autonomous shipping operation subsystem level three vulnerable part global navigation satellite system gnss electronic chart display information system ecdis communication device shore control centre scc least vulnerable part engine control scc integration platform cargo handle port
Tracing the evolution of cyber resilience: a historical and conceptual review,https://link.springer.com/article/10.1007/s10207-023-00811-x,01 February 2024,"Vasiliki Tzavara, Savvas Vassiliadis","In 2000, during a time when cyber security research was focused on the risks and threats posed by digital systems, the notion of being able to withstand and recover from cyber attacks, also known as cyber resilience, emerged. Recently, this concept has gained increasing attention due to the COVID-19 pandemic and the rapid acceleration of digitalization. While experts acknowledge the distinction between cyber security and cyber resilience, the exact definition and evolution of the latter remain somewhat ambiguous. The aim of this paper is to offer a thorough comprehension of how the notion of cyber resilience has developed throughout history. It delves into the concept of cyber resilience and its progression over time in response to the rising frequency and complexity of cyber threats. Cyber resilience, a new concept, has gained significant recognition as a critical component of cyber security strategy across diverse sectors, encompassing public and private domains alike. It begins with an overview of the definition and key components of cyber resilience and then traces the origin of the concept from its early development in the 2000s. The paper also explores the major milestones and events that have shaped the evolution of this capacity, including changes in technology and societal factors, up to the COVID-19 pandemic outbreak. This study provides valuable insights into future challenges for ensuring the continued resilience of digital infrastructure by examining the historical and contextual factors that have influenced the concept.",time cyber security research focus risk threat pose digital system notion able withstand recover cyber attack also know cyber resilience emerge recently concept gain increase attention due covid pandemic rapid acceleration digitalization expert acknowledge distinction cyber security cyber resilience exact definition evolution latter remain somewhat ambiguous aim paper offer thorough comprehension notion cyber resilience developed throughout history delf concept cyber resilience progression time response rise frequency complexity cyber threat cyber resilience new concept gain significant recognition critical component cyber security strategy across diverse sector encompass public private domain alike begin overview definition key component cyber resilience trace origin concept early development paper also explores major milestone event shape evolution capacity include change technology societal factor covid pandemic outbreak study provide valuable insight future challenge ensure continued resilience digital infrastructure examine historical contextual factor influence concept
"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",https://link.springer.com/article/10.1007/s11036-022-02042-1,29 September 2022,"Sondes Ksibi, Faouzi Jaidi, Adel Bouhoula","Internet of Things (IoT) applications are among the major trends of nowadays. Billions of connected devices are creating great business profits and performing a multitude of automated tasks in many daily human activities. In healthcare service delivery, IoT capabilities are difficult to overestimate, they are progressively becoming entangled and commonly coined Internet of Medical Things (IoMT). The participating nodes in IoMT networks generate, collect and exchange huge amounts of extremely private and sensitive data. Numerous security vulnerabilities arise due to the complexity and the heterogeneity of the technology. New risks, born out of IoMT systems, cannot easily be supported by existing risk management frameworks. The existing cyber-security risk assessment methods and approaches, deployed in several organizations, will not address the IoMT inherent risks properly. This study includes a comprehensive review of IoMT systems. Popular risk assessment methods are discussed and their suitability to IoMT is dealt with in detail. Based on this study, we propose a framework to enhance trust and help with decision making in e-healthcare environments given its high-risk exposure. The proposal is based on a quantified risk assessment approach. Our aim is to define a novel approach/model for improving trust and risk management in an e-health context.",internet thing iot application among major trend nowadays billion connect device create great business profit perform multitude automate task many daily human activity healthcare service delivery iot capability difficult overestimate progressively become entangle commonly coin internet medical thing iomt participate node iomt network generate collect exchange huge amount extremely private sensitive data numerous security vulnerability arise due complexity heterogeneity technology new risk born iomt system easily support exist risk management framework exist cybersecurity risk assessment method approach deployed several organization address iomt inherent risk properly study include comprehensive review iomt system popular risk assessment method discuss suitability iomt dealt detail base study propose framework enhance trust help decision make ehealthcare environment give highrisk exposure proposal base quantify risk assessment approach aim define novel approachmodel improve trust risk management ehealth context
"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",https://link.springer.com/article/10.1007/s11036-022-02042-1,29 September 2022,"Sondes Ksibi, Faouzi Jaidi, Adel Bouhoula","Internet of Things (IoT) applications are among the major trends of nowadays. Billions of connected devices are creating great business profits and performing a multitude of automated tasks in many daily human activities. In healthcare service delivery, IoT capabilities are difficult to overestimate, they are progressively becoming entangled and commonly coined Internet of Medical Things (IoMT). The participating nodes in IoMT networks generate, collect and exchange huge amounts of extremely private and sensitive data. Numerous security vulnerabilities arise due to the complexity and the heterogeneity of the technology. New risks, born out of IoMT systems, cannot easily be supported by existing risk management frameworks. The existing cyber-security risk assessment methods and approaches, deployed in several organizations, will not address the IoMT inherent risks properly. This study includes a comprehensive review of IoMT systems. Popular risk assessment methods are discussed and their suitability to IoMT is dealt with in detail. Based on this study, we propose a framework to enhance trust and help with decision making in e-healthcare environments given its high-risk exposure. The proposal is based on a quantified risk assessment approach. Our aim is to define a novel approach/model for improving trust and risk management in an e-health context.",internet thing iot application among major trend nowadays billion connect device create great business profit perform multitude automate task many daily human activity healthcare service delivery iot capability difficult overestimate progressively become entangle commonly coin internet medical thing iomt participate node iomt network generate collect exchange huge amount extremely private sensitive data numerous security vulnerability arise due complexity heterogeneity technology new risk born iomt system easily support exist risk management framework exist cybersecurity risk assessment method approach deployed several organization address iomt inherent risk properly study include comprehensive review iomt system popular risk assessment method discuss suitability iomt dealt detail base study propose framework enhance trust help decision make ehealthcare environment give highrisk exposure proposal base quantify risk assessment approach aim define novel approachmodel improve trust risk management ehealth context
A bane or a boon? impacts of IoT cyber-defense improvement in e-commerce channel,https://link.springer.com/article/10.1007/s12063-024-00514-z,19 October 2024,"Zibin Cui, Chengming Du, You Zhao, Rui Hou, Zhonghui Ding","Manufacturers employ platforms’ IoT infrastructure services to produce IoT products and sell them through these platforms. However, consumer data stored within the IoT infrastructure is susceptible to cyber-security risks. Government regulations mandate that platforms invest in IoT cyber-defense improvements, necessitating supply chain collaboration. Motivated by this observation, this study seeks to determine when platforms should enhance IoT cyber-defense levels and assess the impact of such improvements on the e-commerce supply chain under government regulations. We develop a stylized game-theoretic model and conduct a comparative analysis to investigate firms’ equilibrium decisions. Numerical studies are also performed to validate our results. Our findings reveal that setting a higher IoT functionality level benefits manufacturers through enhanced cyber-defense. Additionally, even when the cost of cyber-defense improvement is negligible, platforms may not economically benefit from such improvements if the unit penalty is high and defense efforts are low. Finally, we find that cyber-defense improvements can generate a win-win outcome for manufacturers, platforms, and consumers when defense efforts are high and the cost of improvement is low. Our results suggest that manufacturers should invest more in IoT when cyber-security risks are effectively mitigated. Platforms must carefully weigh the penalty, defense level, and cyber-defense improvement costs in their cyber-security investments. Furthermore, to ensure that cyber-defense improvements benefit social welfare, governments are advised to judiciously set penalties, particularly when defense levels are low.",manufacturer employ platform iot infrastructure service produce iot product sell platform however consumer data store within iot infrastructure susceptible cybersecurity risk government regulation mandate platform invest iot cyberdefense improvement necessitate supply chain collaboration motivate observation study seek determine platform enhance iot cyberdefense level ass impact improvement ecommerce supply chain government regulation develop stylize gametheoretic model conduct comparative analysis investigate firm equilibrium decision numerical study also perform validate result finding reveal set high iot functionality level benefit manufacturer enhance cyberdefense additionally even cost cyberdefense improvement negligible platform may economically benefit improvement unit penalty high defense effort low finally find cyberdefense improvement generate winwin outcome manufacturer platform consumer defense effort high cost improvement low result suggest manufacturer invest iot cybersecurity risk effectively mitigate platform must carefully weigh penalty defense level cyberdefense improvement cost cybersecurity investment furthermore ensure cyberdefense improvement benefit social welfare government advise judiciously set penalty particularly defense level low
"Complex event processing for physical and cyber security in datacentres - recent progress, challenges and recommendations",https://link.springer.com/article/10.1186/s13677-022-00338-x,14 October 2022,"Khaled A. Alaghbari, Mohamad Hanif Md Saad, Aini Hussain, Muhammad Raisul Alam","A datacentre stores information and manages data access in fast and reliable manner. Failure of datacentre operation is not an option and can be catastrophic. Internet of things (IoT) devices in datacentre can automate management tasks and reduce human intervention and error. IoT devices can be used to manage many datacentre routine tasks such as monitoring physical infrastructure, updating software and configuration, monitoring network traffic, and automating alerting reports to respective authorities. The physical and cyber security of the datacentre can be handled by IoT technology by intrusion detection methods. By 2025, more than 25 billion things will be connected to the internet network, therefore massive data will be generated by different heterogeneous sources, and powerful processing engines such as complex event processing (CEP) are needed to handle such a fast and continuous stream of big data. The integration of machine learning (ML) and deep learning (DL) can enhance CEP by introducing new features such as automated rule extraction and self-healing mechanism. This study aims to provide an overview of CEP, as well as its features and potential for integration with IoT applications and ML/DL techniques. We provide a review of recent research works to highlight the capability and applicability of CEP technology to monitor physical facilities and cyber security in detail. This review also highlights several issues and challenges, and provides suggestions for future research. The highlighted insights and recommendations in this paper could raise efforts toward the development of future datacentres based on CEP technology.",datacentre store information manages data access fast reliable manner failure datacentre operation option catastrophic internet thing iot device datacentre automate management task reduce human intervention error iot device use manage many datacentre routine task monitoring physical infrastructure update software configuration monitoring network traffic automate alert report respective authority physical cyber security datacentre handle iot technology intrusion detection method billion thing connect internet network therefore massive data generate different heterogeneous source powerful processing engine complex event processing cep need handle fast continuous stream big data integration machine learn ml deep learn dl enhance cep introduce new feature automate rule extraction selfhealing mechanism study aim provide overview cep well feature potential integration iot application mldl technique provide review recent research work highlight capability applicability cep technology monitor physical facility cyber security detail review also highlight several issue challenge provide suggestion future research highlight insight recommendation paper could raise effort toward development future datacentres base cep technology
A blockchain-based cyber-security for connected networks,https://link.springer.com/article/10.1007/s12083-023-01506-9,05 June 2023,"Deepak choudhary, Roop Pahuja","Both technical and commercial businesses have become increasingly interested in blockchain technology. The Internet of Things (IoT) was established out of the interconnectedness of numerous new technologies, such as wireless technology, the Internet, embedded automation systems, and micro-electromechanical devices. Manufacturing settings and activities have been successfully altered into the fourth industrial revolution, known as Industry 4.0, by applying cutting-edge technologies such as cloud computing (CC), cloud service provider (CSP), Information communication technologies (ICT), and Enterprise Model, as well as other technological advancements. Data management is characterized as acquiring data to make better business decisions; data about a corporation is processed, secured, and stored. In the early notion, there were connected contrivances and Machine-to-Machine (M2M) interactions, and transaction data is recorded on the Blockchain. Security is a challenging subject that must be carefully considered throughout a CSP's design and development phases. By focusing on such issues while taking into account the traditional characteristics of IoT/ IIoT-predicated environments, we proposed a Secure and Distributed Framework for Resource Management (SDFRM) in Industry 4.0 environments within a distributed and collaborative Industry 4.0 system, the dynamic and trust-based Distributed Management Framework (DMF) of shared resource access, in this research article. Furthermore, to offer strong privacy assurances for Access Control (AC)-equivalent actions, a privacy-preserving approach is devised and implemented into the Distributed Management Framework (DMF). Based on blockchain technology and peer-to-peer networks, the recommended DMF provides for dynamic access control and system governance without relying on third-party vulnerabilities. A privacy-preserving technique is presented and implemented into the DMF to give adequate privacy safeguards for AC-related processes. With an average throughput of 98.15 percent, our proposal exceeds the Multichannel Blockchain regarding successful storage transactions.",technical commercial business become increasingly interested blockchain technology internet thing iot establish interconnectedness numerous new technology wireless technology internet embed automation system microelectromechanical device manufacturing setting activity successfully alter fourth industrial revolution know industry apply cuttingedge technology cloud compute cc cloud service provider csp information communication technology ict enterprise model well technological advancement data management characterize acquire data make well business decision data corporation process secure store early notion connect contrivance machinetomachine mm interaction transaction data record blockchain security challenge subject must carefully consider throughout csps design development phase focus issue take account traditional characteristic iot iiotpredicated environment propose secure distribute framework resource management sdfrm industry environment within distribute collaborative industry system dynamic trustbased distribute management framework dmf share resource access research article furthermore offer strong privacy assurance access control acequivalent action privacypreserving approach devise implement distribute management framework dmf base blockchain technology peertopeer network recommend dmf provide dynamic access control system governance without rely thirdparty vulnerability privacypreserving technique present implement dmf give adequate privacy safeguard acrelated process average throughput percent proposal exceeds multichannel blockchain regard successful storage transaction
Output feedback adaptive inverse optimal security control for stochastic nonlinear cyber-physical systems under sensor and actuator attacks,https://link.springer.com/article/10.1007/s11071-024-10043-w,29 July 2024,"Zebin Chen, Zhaoxu Yu, Shugang Li","This paper addresses the inverse optimal security control problems for a class of stochastic non-strict feedback nonlinear cyber-physical systems under sensor and actuator attacks. The concerned system model includes both stochastic disturbances and more general nonlinearity. First, to make the control design feasible, a linear state transformation is applied to the attacked system. Furthermore, in the process of backstepping design, based on the Nussbaum gain function formula, fuzzy logic system approximation method, and inverse optimal control theory, combing the available output signal, an output feedback inverse optimal controller is proposed. Specifically, the designed controller not only ensures that the system is secure under network attacks but also optimal in terms of the cost function. Finally, two physical examples are given to verify the effectiveness of the proposed control scheme in various network attacks.",paper address inverse optimal security control problem class stochastic nonstrict feedback nonlinear cyberphysical system sensor actuator attack concerned system model include stochastic disturbance general nonlinearity first make control design feasible linear state transformation apply attack system furthermore process backstepping design base nussbaum gain function formula fuzzy logic system approximation method inverse optimal control theory comb available output signal output feedback inverse optimal controller propose specifically design controller ensures system secure network attack also optimal term cost function finally two physical example give verify effectiveness propose control scheme various network attack
